Name	Set	ImageFile	Cost	Element	Power	FirstCategory	SecondCategory	Type	Job	Effect	
Bomb	Opus_VII	7-016C_eg.jpg	2	FIRE	0	S	null	Monster	Bomb	"Put Bomb into the Break Zone: Choose 1 Forward. Deal it 3000 damage, and deal 2000 damage to all the Forwards opponent controls.[[br]] Discard Bomb: Choose 1 Forward. Deal it 2000 damage. You can only use this ability if Bomb is in your hand."
Meeth	Opus_VII	7-017H_eg.jpg	2	FIRE	0	F	null	Backup	Alchemist	"When Meeth enters the field, you may discard 1 card. If you do so, search for 1 Forward of the same cost as the discarded card and add it to your hand."
Lann	Opus_VII	7-018L_eg.jpg	4	FIRE	8000	W	null	Forward	Mirage Keeper	"If you control [[i]]Card Name Reynn[[/]], Lann gains +1000 power.[[br]] When Lann deals damage to your opponent or to a Forward, choose 1 Forward. You may pay {FIRE}{FIRE}{FIRE}{1}. If you do so, deal it damage equal to Lann's power."
Latov	Opus_VII	7-019R_eg.jpg	5	FIRE	0	F	null	Backup	Father	"When Latov enters the field, choose 1 [[i]]Card Name Chelinka[[/]] or [[i]]Card Name Yuri[[/]] in your Break Zone. Play it onto the field."
Lulu	Opus_VII	7-020C_eg.jpg	2	FIRE	0	X	null	Backup	Guardian	"When Lulu enters the field, choose 1 Forward. You may put 1 Backup other than Lulu you control into the Break Zone. If you do so, deal it 7000 damage."
Reynn	Opus_VII	7-021H_eg.jpg	3	FIRE	6000	W	null	Forward	Mirage Keeper	"[[ex]]EX BURST[[/]] When Reynn enters the field, you may search for 1 [[i]]Category WOFF[[/]] Monster and add it to your hand.[[br]] The [[i]]Category WOFF[[/]] Monsters you control gain +1000 power.[[br]]"
Emperor (FFL)	Opus_VII	7-022H_eg.jpg	2	ICE	0	F	null	Backup	Emperor	"When Emperor (FFL) or a [[i]]Category FFL[[/]] Character enters your field, choose 1 Forward of cost 5 or more opponent controls. Dull it and Freeze it."
Eduardo	Opus_VII	7-023R_eg.jpg	5	ICE	8000	F	null	Forward	Bard	"When a [[i]]Job Bard[[/]] Forward you control attacks, your opponent discards 1 card from his/her hand."
Bard	Opus_VII	7-024C_eg.jpg	3	ICE	0	V	null	Backup	Standard Unit	"When Bard enters the field, choose up to 2 Forwards opponent controls. Freeze them.[[br]] {TAP}, put Bard into the Break Zone: Choose 1 Forward. Dull it and Freeze it."
Cu Chaspel	Opus_VII	7-025H_eg.jpg	2	ICE	0	F	null	Backup	Masked Man	"The [[i]]Card Name Galdes[[/]] you control gains +1000 power.[[br]] When Cu Chaspel enters the field, your opponent selects 1 Forward he/she controls. Dull it and Freeze it."
Gremlin	Opus_VII	7-026R_eg.jpg	2	ICE	7000	X	null	Monster	Spook	"When your opponent discards a card from his/her hand due to your Summons or abilities, if Gremlin is not a Forward, Gremlin also becomes a Forward with 7000 power and ""When Gremlin is put from the field into the Break Zone, choose 1 Forward opponent controls. Dull it and Freeze it"". (This effect does not end at the end of the turn. This ability will not trigger if Gremlin is a Forward.)"
Black Mage	Opus_VII	7-027C_eg.jpg	2	ICE	4000	V	null	Forward	Standard Unit	"When Black Mage enters the field, if the cost paid to play Black Mage included Water CP, draw 2 cards. Then, discard 1 card from your hand."
Black Mage	Opus_VII	7-028C_eg.jpg	2	ICE	0	V	null	Backup	Standard Unit	{ICE}{TAP}: Choose 1 dull Forward. Deal it 2000 damage.
Kefka	Opus_VII	7-029H_eg.jpg	5	ICE	8000	D	VI	Forward	Mage	"When Kefka enters the field, if the cost to play Kefka was only paid with Ice CP, your opponent may discard 2 cards. If he/she doesn't, Freeze all the Forwards opponent controls.[[br]] When Kefka enters the field, if the cost to play Kefka was paid with CP of exactly 3 different Elements, choose up to 1 Forward, up to 1 Backup and up to 1 Monster. Dull them and Freeze them."
Goblin	Opus_VII	7-030C_eg.jpg	2	ICE	0	S	null	Monster	Goblin	Put Goblin into the Break Zone: Search for 1 Monster and add it to your hand.[[br]] Discard Goblin: Choose 1 dull Forward. Deal it 3000 damage. You can only use this ability if Goblin is in your hand.
Shiva	Opus_VII	7-031C_eg.jpg	3	ICE	0	D	null	Summon		"[[ex]]EX BURST[[/]] Choose up to 2 Forwards opponent controls. Freeze them. If Shiva results from an EX Burst, dull them and Freeze them instead."
Jihl Nabaat	Opus_VII	7-032R_eg.jpg	4	ICE	0	X	null	Backup	PSICOM	"When Jihl Nabaat enters the field, select 1 of the 2 following actions.[[br]] ""For each [[i]]Job PSICOM[[/]] you control, your opponent discards 1 card from his/her hand.""[[br]] ""Deal 4000 damage to all the dull Forwards opponent controls."""
Snow	Opus_VII	7-033R_eg.jpg	4	ICE	0	X	null	Backup	Commando	"When a Forward you control attacks, choose 1 Forward opponent controls. Dull it."
Sephiroth	Opus_VII	7-034L_eg.jpg	7	ICE	8000	D	VII	Forward	War Hero	"When Sephiroth enters the field, your opponent discards 2 cards from his/her hand.[[br]] When Sephiroth attacks, choose 1 Forward opponent controls. If your opponent has no cards in his/her hand, dull it and Freeze it.[[br]][[s]]Shadow Flare[[/]] {S}{ICE}: Your opponent discards 2 cards from his/her hand. You can only use this ability during your Main Phase."
Serah	Opus_VII	7-035L_eg.jpg	4	ICE	8000	X	null	Forward	Commando	"When Serah enters the field, choose as many Characters as the [[i]]Category XIII[[/]] Characters you control. Dull them.[[br]] Dull 2 active [[i]]Category XIII[[/]] Characters: Choose 1 Forward. Freeze it."
Terra	Opus_VII	7-036R_eg.jpg	3	ICE	0	D	VI	Backup	Magitek Knight	"When you cast a Summon, choose 1 Forward opponent controls. Dull it."
Time Mage	Opus_VII	7-037R_eg.jpg	3	ICE	5000	V	null	Forward	Standard Unit	"When Time Mage enters the field, choose 1 Forward opponent controls. Dull it and Freeze it."
Bablizz	Opus_VII	7-038C_eg.jpg	2	ICE	4000	W	null	Forward	Shiva	"Bablizz is also a Monster in all situations.[[br]] When Bablizz is put from the field into the Break Zone, you may search for 1[[i]]Card Name Shiva[[/]] and add it to your hand."
Mystic Knight	Opus_VII	7-039C_eg.jpg	3	ICE	6000	V	null	Forward	Standard Unit	"When Mystic Knight enters the field, choose up to 2 Backups. If the cost paid to play Mystic Knight included Wind CP, activate them.[[br]] The cost required to cast Ice Summons is reduced by 1 (it cannot become 0)."
Yunalesca	Opus_VII	7-040C_eg.jpg	3	ICE	7000	P	X	Forward	Summoner	"When Yunalesca enters the field or attacks, choose 1 Forward. You may discard 1 Summon from your hand. If you do so, dull it and Freeze it."
Yeul	Opus_VII	7-041C_eg.jpg	2	ICE	0	X	null	Backup	Seeress	"{ICE}{TAP}, put Yeul into the Break Zone: Search for 1 Forward and put it under the top card of your deck."
Lasswell	Opus_VII	7-042H_eg.jpg	2	ICE	4000	F	null	Forward	Knight	"When Lasswell enters the field, choose 1 dull Forward. Deal it 5000 damage. If you control 5 or more Ice Characters, deal it 7000 damage instead."
Aleria	Opus_VII	7-043C_eg.jpg	3	WIND	0	F	null	Backup	Mother	"[[ex]]EX BURST[[/]] When Aleria enters the field, you may search for 1 [[i]]Card Name Chelinka[[/]] or [[i]]Card Name Yuri[[/]] and add it to your hand."
Alhanalem	Opus_VII	7-044H_eg.jpg	2	WIND	0	F	null	Backup	Mage	{TAP}: Choose 1 Forward. Deal it 2000 damage. You can only use this ability if you control [[i]]Card Name Chelinka[[/]] or [[i]]Card Name Yuri[[/]].[[br]] {TAP}: Deal 2000 damage to all the Forwards opponent controls. You can only use this ability if you control [[i]]Card Name Chelinka[[/]] and [[i]]Card Name Yuri[[/]].
Alexander	Opus_VII	7-045C_eg.jpg	2	WIND	0	X	null	Summon		"[[ex]]EX BURST[[/]] Choose 1 Forward of cost 5 or more opponent controls. Return it to its owner's hand. If Alexander results from an EX Burst, break it instead."
Vata	Opus_VII	7-046R_eg.jpg	4	WIND	8000	F	null	Forward	The Four Generals	"When Vata enters the field, if the cost to play Vata was only paid with Wind CP, activate all the Wind Backups you control."
Dancer	Opus_VII	7-047C_eg.jpg	3	WIND	0	V	null	Backup	Standard Unit	{TAP}: Deal 1000 damage to all the Forwards opponent controls.
Ranger	Opus_VII	7-048C_eg.jpg	2	WIND	4000	V	null	Forward	Standard Unit	"When Ranger enters the field, choose 1 Monster of cost 3 or less opponent controls. If the cost paid to play Ranger included Earth CP, break it.[[br]] When Ranger attacks, choose 1 Forward opponent controls. Deal it 2000 damage."
Kelger	Opus_VII	7-049H_eg.jpg	6	WIND	8000	V	null	Forward	Dawn Warrior	"When Kelger enters the field, reveal the top 5 cards of your deck. Play 1 [[i]]Job Dawn Warrior[[/]] among them onto the field and return the other cards to the bottom of your deck in any order."
Condor	Opus_VII	7-050R_eg.jpg	4	WIND	8000	X	null	Monster	Bird	"When a Backup enters your field, if you control 5 or more Backups and if Condor is not a Forward, Condor also becomes a Forward with 8000 power and ""When Condor attacks, activate all the Wind Characters other than Condor you control"". (This effect does not end at the end of the turn. This ability will not trigger if Condor is a Forward.)"
Cactuar Conductor	Opus_VII	7-051C_eg.jpg	2	WIND	0	W	null	Backup	Cactuar	"When Cactuar Conductor enters the field, choose 1 Forward. During this turn, the next damage dealt to it becomes 0 instead.[[br]] {WIND}{WIND}{TAP}, put Cactuar Conductor into the Break Zone: Choose 1 Forward. During this turn, the next damage dealt to it becomes 0 instead."
Thief	Opus_VII	7-052C_eg.jpg	2	WIND	0	V	null	Backup	Standard Unit	"{WIND}{WIND}{TAP}, put Thief into the Break Zone: Your opponent puts the top 2 cards of his/her deck into the Break Zone. If both cards are of the same Element, draw 1 card."
Zu	Opus_VII	7-053C_eg.jpg	2	WIND	0	S	null	Monster	Zu	Put Zu into the Break Zone: Activate all the Backups you control.[[br]] Discard Zu: Choose up to 2 Backups you control. Activate them. You can only use this ability if Zu is in your hand.
Chelinka	Opus_VII	7-054L_eg.jpg	3	WIND	7000	F	null	Forward	Girl	"If a [[i]]Category FFCC[[/]] Character you control deals damage to a Forward, the damage increases by 1000 instead.[[br]] When Chelinka enters the field, deal 1000 damage to all the Forwards opponent controls.[[br]] When Chelinka forms a party with [[i]]Card Name Yuri[[/]] and attacks, choose 1 Forward or Monster. Break it."
Chocobo	Opus_VII	7-055R_eg.jpg	2	WIND	4000	W	null	Forward	Standard Unit	"{TAP}: Choose 1 Forward other than Chocobo. It gains +3000 power until the end of the turn. When that Forward leaves the field this turn, put Chocobo into the Break Zone."
Dorgann	Opus_VII	7-056H_eg.jpg	4	WIND	8000	V	null	Forward	Dawn Warrior	"When a Backup enters your field, choose 1 Forward opponent controls. Remove it from the game for as long as Dorgann is on the field."
Gnash	Opus_VII	7-057R_eg.jpg	4	WIND	7000	F	null	Forward	Archer	"[[ex]]EX BURST[[/]] When Gnash enters the field, choose 1 Forward of cost 1 opponent controls or 1 Monster of cost 2 or less opponent controls. Break it."
Ninja	Opus_VII	7-058C_eg.jpg	4	WIND	8000	V	null	Forward	Standard Unit	"When Ninja enters the field, choose 1 Forward. If the cost paid to play Ninja included Fire CP, deal it 4000 damage."
Bartz	Opus_VII	7-059L_eg.jpg	3	WIND	7000	V	null	Forward	Warrior of Light	"When Bartz enters the field, choose up to 2 [[i]]Category V [[/]]Characters. Activate them.[[br]][[s]]Spellblade [[/]]{S}: Choose 1 Forward. Deal it 5000 damage.[[br]][[s]]Dual-Wield[[/]] {Ｓ}: Until the end of the turn, Bartz gains First Srike and Bartz's power becomes 10000.[[br]][[s]]Rapid Fire[[/]] {Ｓ}: Until the end of the turn, Bartz gains Haste, Brave and ""Bartz can attack 3 times this turn"". You can only use this ability if Bartz used [[s]]Spellblade[[/]] and [[s]]Dual-Wield[[/]] this turn."
Bartholomew	Opus_VII	7-060R_eg.jpg	3	WIND	0	X	null	Backup	Father	"When Bartholomew enters the field, you may play 1 [[i]]Card Name Hope[[/]] from your hand onto the field.[[br]] {WIND}{WIND}{TAP}, put Bartholomew into the Break Zone: Choose 1 Forward. Activate it. It gains +1000 power until the end of the turn."
Wind Drake	Opus_VII	7-061H_eg.jpg	2	WIND	0	V	null	Backup	Dragon	"[[ex]]EX BURST[[/]] When Wind Drake enters the field, choose 1 Forward. It cannot attack until the end of your opponent's turn."
Hope	Opus_VII	7-062R_eg.jpg	3	WIND	7000	P	XIII	Forward	Ravager	"If you control a [[i]]Job Father[[/]] and a [[i]]Job Mother[[/]], Hope gains +2000 power and ""Hope cannot be chosen by your opponent's abilities""."
Rem	Opus_VII	7-063C_eg.jpg	2	WIND	5000	P	TYPE-0	Forward	Class Zero Cadet	"[[ex]]EX BURST[[/]] When Rem enters the field, you may discard 1 card. If you do so, search for 1 [[i]]Job Class Zero Cadet[[/]] and add it to your hand."
Asmodai	Opus_VII	7-064R_eg.jpg	5	EARTH	8000	F	null	Forward	The Four Generals	"When Asmodai enters the field, choose 1 dull Forward opponent controls. If the cost to play Asmodai was only paid with Earth CP, break it."
Vanille	Opus_VII	7-065H_eg.jpg	4	EARTH	7000	X	null	Forward	Saboteur	"When Vanille enters the field, choose 1 dull Forward. Select 1 number and reveal the top card of your deck. If the revealed card is of the same cost as the selected number, break it.[[br]][[s]]Poisonga[[/]] {S}{EARTH}{TAP}: At the end of this turn, dull all the Forwards opponent controls."
Carbuncle	Opus_VII	7-066C_eg.jpg	2	EARTH	0	F	null	Backup	Carbuncle	"Back Attack (Like Summons and abilities, this card can be played during either player's Attack Phase or Main Phase.)"
Galuf	Opus_VII	7-067L_eg.jpg	5	EARTH	9000	V	null	Forward	Dawn Warrior	"Galuf cannot be broken during your turn.[[br]] When Galuf attacks, choose 1 Forward. You may pay[[br]] {EARTH}{EARTH}. If you do so, it must block Galuf this turn if possible.[[br]][[s]]Stop[[/]] {S}: Choose up to 2 Forwards. They cannot attack this turn."
Krile	Opus_VII	7-068H_eg.jpg	4	EARTH	8000	D	V	Forward	Warrior of Light	"The cost required to cast your Summons can be paid with CP of any Element.[[br]] When you cast a Summon, choose 1 Forward. It gains +1000 power until the end of the turn.[[br]] Discard 1 Summon: Until the end of the turn, Krile cannot be chosen by your opponent's abilities."
Kolka	Opus_VII	7-069C_eg.jpg	4	EARTH	0	F	null	Backup	King	"When Kolka enters the field, you may search for 1 Earth Forward and add it to your hand."
Zaghnal	Opus_VII	7-070R_eg.jpg	2	EARTH	9000	X	null	Monster	Behemoth	"When a Character of cost 6 or more enters your field, if Zaghnal is not a Forward, Zaghnal also becomes a Forward with 9000 power. (This effect does not end at the end of the turn. This ability will not trigger if Zaghnal is a Forward.)"
Shantotto	Opus_VII	7-071R_eg.jpg	2	EARTH	0	D	XI	Backup	Mage	{１}: Name 1 Element other than Light and Dark. Shantotto becomes the named Element until the end of the turn. You can only use this ability once per turn.
Summoner	Opus_VII	7-072C_eg.jpg	3	EARTH	7000	V	null	Forward	Standard Unit	"When Summoner enters the field, choose 1 Forward. If the cost paid to play Summoner included Ice CP, Freeze it."
Xezat	Opus_VII	7-073H_eg.jpg	4	EARTH	8000	V	null	Forward	Dawn Warrior	{EARTH}{EARTH}: Xezat gains +2000 power until the end of the turn.[[br]] {EARTH}{ICE}: Choose 1 dull Forward. Deal it 4000 damage.[[br]] {EARTH}{WIND}: Choose 1 Forward. Activate it.[[br]] {EARTH}{LIGHTNING}: Choose 1 active Forward. Deal it 4000 damage.
Tama	Opus_VII	7-074C_eg.jpg	2	EARTH	0	W	null	Backup	Companion	"{EARTH}{TAP}, put Tama into the Break Zone: Choose 1 [[i]]Category WOFF[[/]] card in your Break Zone. Add it to your hand."
Tilika	Opus_VII	7-075R_eg.jpg	2	EARTH	5000	F	null	Forward	Crystal User	You can discard Light and Dark Element cards from your hand to produce CP. (Light cards produce 2 Light CP each and Dark cards produce 2 Dark CP each.)
Necromancer	Opus_VII	7-076R_eg.jpg	2	EARTH	0	V	null	Backup	Standard Unit	"{EARTH}{EARTH}{EARTH}{１}{TAP}, put Necromancer into the Break Zone: Choose 1 [[i]]Job Standard Unit[[/]] in your Break Zone. Play it onto the field."
Noctis	Opus_VII	7-077L_eg.jpg	3	EARTH	7000	D	XV	Forward	Prince	"[[ex]]EX BURST[[/]] When you receive damage, choose up to 1 Forward. If you have received 6 points of damage, break it.[[br]] When you receive damage, choose up to 1 Forward opponent controls. Noctis and the chosen Forward deal damage equal to their respective power to the other.[[br]] {EARTH}{EARTH}{2}: During this turn, the next damage dealt to Noctis becomes 0 instead."
Bahamutian Soldier	Opus_VII	7-078C_eg.jpg	2	EARTH	5000	W	null	Forward	Standard Unit	"If you control a Monster, Bahamutian Soldier gains +2000 power."
Geomancer	Opus_VII	7-079C_eg.jpg	2	EARTH	0	V	null	Backup	Standard Unit	"{EARTH}{TAP}, put Geomancer into the Break Zone: Choose 1 Forward. It gains +2000 power until the end of the turn."
Prishe	Opus_VII	7-080H_eg.jpg	9	EARTH	9000	D	XI	Forward	Abhorrent One	"The cost required to play Prishe onto the field is reduced by 1 for each [[i]]Card Name Prishe[[/]] in your Break Zone.[[br]] When Prishe enters the field, choose 1 Forward opponent controls. Deal it damage equal to Prishe's power."
Flan	Opus_VII	7-081C_eg.jpg	2	EARTH	0	S	null	Monster	Flan	"Put Flan into the Break Zone: Choose 1 Forward. If your opponent doesn't pay {3}, it cannot attack or block this turn.[[br]] Discard Flan: Choose 1 blocking Forward. It gains +1000 power until the end of the turn. You can only use this ability if Flan is in your hand."
Moogle (FFCC)	Opus_VII	7-082R_eg.jpg	4	EARTH	0	F	null	Backup	Moogle	The [[i]]Job Moogle[[/]] Backups you control can produce CP of any Element.
Monk	Opus_VII	7-083C_eg.jpg	4	EARTH	8000	V	null	Forward	Standard Unit	"When Monk enters the field, choose 1 damaged Forward. If the cost paid to play Monk included Lightning CP, deal it 5000 damage."
Yojimbo	Opus_VII	7-084C_eg.jpg	4	EARTH	0	X	null	Summon		"[[ex]]EX BURST[[/]] Choose 1 Forward you control and 1 Forward opponent controls. The former gains +1000 power until the end of the turn. Then, each Forward deals damage equal to its power to the other. If Yojimbo results from an EX Burst, the former gains +3000 power until the end of the turn instead. Then, each Forward deals damage equal to its power to the other."
Red Mage	Opus_VII	7-085C_eg.jpg	3	LIGHTNING	5000	V	null	Forward	Standard Unit	"When Red Mage enters the field, choose 1 Forward of cost 3 or less opponent controls. If the cost paid to play Red Mage included Water CP, return it to its owner's hand.[[br]] {LIGHTNING}{LIGHTNING}{TAP}, put Red Mage into the Break Zone: Choose 1 Forward of cost 4 or less. Break it."
